_timestamp,_hexsha,data.character,data.queue,data.lastUpdate,data.accountLastUpdate,data.twitch,data.class,data.level,data.secondsPlayed,data.lastLogin,data.worldTier,data.createdAt,data.monstersKilled,data.elitesKilled,data.playersKilled,data.goldCollected,data.power,data.hardcore,data.seasonal,data.dead,data.clan,data.season,data.skills.name,data.skills.desc,data.equipment.name,data.equipment.tex,data.equipment.itemtype,data.equipment.power,data.equipment.required_level,data.equipment.upgrades,data.equipment.quality_level,data.equipment.quality_modifier,data.equipment.base_affixes,data.equipment.strikethrough_affixes,data.equipment.added_affixes
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,Bone Storm,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,Bone Prison,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,Corpse Tendrils,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,Corpse Explosion,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,Hemorrhage,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,Blood Lance,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,,,,,,,,,,,,,
1699894855,379d916d9e4f82c0312a95fa7385bb45ce9a91eb,Smartman,0,1699894852,1699894852,smartman_ru,Necromancer,97,411979,1699894779433000000,3,1697582670763000000,108199,4296,0,258103490,916,false,true,false,,2,,,,,,,,,,,,,
